YEAR,MO,DY,HR,WS10M,WD10M,RH2M,T2M
2023,6,4,12,1.84,154.3,71.04,28.71
2023,6,4,13,1.67,170.7,70.19,28.82
2023,6,4,14,1.72,184.7,71.11,28.54
2023,6,4,15,2.04,189,76.46,27.56
2023,6,4,16,2.19,188.9,83.88,26.23
2023,6,4,17,1.93,183.3,91.8,24.85
2023,6,4,18,1.89,171.5,95.32,24.18
2023,6,4,19,1.85,163.7,96.23,23.92
2023,6,4,20,1.81,159.7,96.62,23.73
2023,6,4,21,1.77,158.8,96.96,23.56
2023,6,4,22,1.79,158,97.1,23.42
2023,6,4,23,1.85,157.5,97.22,23.28
2023,6,5,0,2.02,159.8,97.17,23.19
2023,6,5,1,2.23,161.4,97.17,23.08
2023,6,5,2,2.38,161.4,97.12,22.98
2023,6,5,3,2.52,159.6,97.03,22.92
2023,6,5,4,2.45,158.5,96.92,22.87
2023,6,5,5,2.34,157.6,96.95,22.81
2023,6,5,6,2.41,155.8,96.78,22.96
2023,6,5,7,2.73,154.8,95.54,23.46
2023,6,5,8,3.31,152.9,93.26,23.99
2023,6,5,9,3.77,154.9,89.79,24.55
2023,6,5,10,4.1,157.2,86.73,25.07
2023,6,5,11,4.38,159,84.13,25.54
2023,6,5,12,4.58,161.4,82.39,25.86
2023,6,5,13,4.76,163.5,81.96,25.88
2023,6,5,14,4.87,164,82.88,25.59
2023,6,5,15,4.79,163.3,85.37,25
2023,6,5,16,4.41,162.4,89.58,24.17
2023,6,5,17,3.72,161.2,93.73,23.4
2023,6,5,18,3.33,159.4,95.6,23
2023,6,5,19,3.27,157.5,96.05,22.87
2023,6,5,20,3.16,154.9,96.29,22.8
2023,6,5,21,2.95,153.4,96.15,22.77
2023,6,5,22,2.84,154.1,96.49,22.73
2023,6,5,23,2.8,153.5,96.66,22.66
2023,6,6,0,2.88,153,96.76,22.59
2023,6,6,1,2.97,152.7,96.78,22.51
2023,6,6,2,2.94,152.9,96.93,22.44
2023,6,6,3,2.87,152.6,96.92,22.4
2023,6,6,4,2.7,152.4,97,22.36
2023,6,6,5,2.57,151.4,96.94,22.31
2023,6,6,6,2.64,150.5,96.73,22.44
2023,6,6,7,3.39,149.7,94.48,23.15
2023,6,6,8,3.89,147.2,90.96,24.02
2023,6,6,9,3.91,144.4,86.13,24.96
2023,6,6,10,3.72,144.9,82.4,25.7
2023,6,6,11,3.48,148.6,80.93,26.05
2023,6,6,12,3.35,154.4,81.05,26.07
2023,6,6,13,3.33,158.7,82.16,25.84
2023,6,6,14,3.27,162,84.65,25.34
2023,6,6,15,3.22,163.4,87.82,24.74
2023,6,6,16,3.1,160.4,91.42,24.12
2023,6,6,17,2.74,155.9,94.09,23.53
2023,6,6,18,2.65,153,95.23,23.15
2023,6,6,19,2.56,151.3,95.23,22.97
2023,6,6,20,2.46,149.7,95.29,22.84
2023,6,6,21,2.36,147.8,95.59,22.7
2023,6,6,22,2.44,148.9,96.02,22.57
2023,6,6,23,2.64,151.2,96.36,22.48
2023,6,7,0,2.91,151.5,96.68,22.35
2023,6,7,1,3.13,150.7,96.82,22.23
2023,6,7,2,3.26,149.3,96.96,22.13
2023,6,7,3,3.42,147.1,96.95,22.06
2023,6,7,4,3.29,142.3,96.92,22
2023,6,7,5,2.99,137.8,96.99,21.93
2023,6,7,6,3.07,133.9,96.48,22.2
2023,6,7,7,3.65,128.9,94.41,23.05
2023,6,7,8,4.11,121.1,90.3,23.98
2023,6,7,9,4.07,113.3,84.8,25.01
2023,6,7,10,3.69,110.4,79.27,26.09
2023,6,7,11,3.28,113.4,75.59,26.98
2023,6,7,12,2.93,121.2,73.91,27.52
2023,6,7,13,2.76,129.3,74.49,27.46
2023,6,7,14,2.64,135,77.25,26.88
2023,6,7,15,2.46,140.1,82.28,25.96
2023,6,7,16,2.29,141,87.5,25.02
2023,6,7,17,1.92,137.1,93.07,24.06
2023,6,7,18,1.85,132.1,95.15,23.54
2023,6,7,19,1.94,128.7,95.43,23.32
2023,6,7,20,1.97,127.2,95.51,23.14
2023,6,7,21,2.01,125.5,95.57,22.97
2023,6,7,22,2.06,125.3,95.75,22.82
2023,6,7,23,2.15,124.6,96.08,22.66
2023,6,8,0,2.24,124.6,96.43,22.51
2023,6,8,1,2.28,126.3,96.71,22.35
2023,6,8,2,2.36,128.6,96.93,22.22
2023,6,8,3,2.43,130,97.05,22.14
2023,6,8,4,2.54,129.6,96.95,22.15
2023,6,8,5,2.55,128.3,96.86,22.18
2023,6,8,6,2.76,126.2,96.3,22.68
2023,6,8,7,3.48,121.5,94,23.74
2023,6,8,8,3.73,115.3,90.42,24.77
2023,6,8,9,3.84,107.9,85.45,25.77
2023,6,8,10,3.59,102.1,80.73,26.67
2023,6,8,11,3.05,98.3,77.39,27.35
2023,6,8,12,2.47,97.4,75.68,27.72
2023,6,8,13,1.96,98.8,75.18,27.74
2023,6,8,14,1.51,111,76.91,27.38
2023,6,8,15,1.35,131.1,80.72,26.69
2023,6,8,16,1.21,137.3,87,25.77
2023,6,8,17,1.07,133.9,93.05,24.71
2023,6,8,18,0.92,127.5,96.36,24
2023,6,8,19,0.98,114,96.91,23.75
2023,6,8,20,1.1,101.5,97.35,23.56
2023,6,8,21,1.24,90.9,97.74,23.39
2023,6,8,22,1.3,85.2,97.99,23.25
2023,6,8,23,1.36,82,98.04,23.05
2023,6,9,0,1.45,77.2,97.86,22.83
2023,6,9,1,1.57,75.3,97.77,22.57
2023,6,9,2,1.72,75.9,97.62,22.26
2023,6,9,3,1.79,78.8,97.48,21.92
2023,6,9,4,1.71,82.6,96.9,21.69
2023,6,9,5,1.6,93.2,96.57,21.35
2023,6,9,6,1.61,108.9,95.96,21.92
2023,6,9,7,2.74,112.3,91.11,23.61
2023,6,9,8,3.57,109.3,84.18,25.24
2023,6,9,9,3.3,110,77.32,26.68
2023,6,9,10,2.74,113,72.87,27.82
2023,6,9,11,2.29,119,70.31,28.58
2023,6,9,12,2.02,126.5,69.45,28.89
2023,6,9,13,1.87,132,69.76,28.78
2023,6,9,14,1.66,141.1,70.85,28.52
2023,6,9,15,1.63,162.5,75.1,27.65
2023,6,9,16,1.88,173.9,82.98,26.34
2023,6,9,17,1.73,174,90.93,24.86
2023,6,9,18,1.82,168.3,94.91,24.05
2023,6,9,19,1.88,163.3,96.07,23.75
2023,6,9,20,1.98,157.7,96.52,23.6
2023,6,9,21,2.03,150.8,96.74,23.51
2023,6,9,22,2.14,145.6,96.82,23.38
2023,6,9,23,2.38,141.2,96.24,23.27
2023,6,10,0,2.67,136.1,96.8,23.06
2023,6,10,1,2.84,133.7,96.37,22.84
2023,6,10,2,2.87,132.5,96.59,22.61
2023,6,10,3,2.76,131.8,96.47,22.42
2023,6,10,4,2.45,131,96.44,22.23
2023,6,10,5,2.19,129.4,96.47,22.03
2023,6,10,6,2.47,126.8,95.38,22.31
2023,6,10,7,3.44,122.2,91.34,23.36
2023,6,10,8,3.74,116.5,84.11,24.81
2023,6,10,9,3.34,112.3,76.2,26.16
2023,6,10,10,2.66,113.8,71.81,27.27
2023,6,10,11,2.09,123.1,69.29,28.11
2023,6,10,12,1.71,138.3,68.21,28.53
2023,6,10,13,1.56,152.4,68.39,28.51
2023,6,10,14,1.6,162.6,69.93,28.05
2023,6,10,15,1.79,167.1,73.9,27.23
2023,6,10,16,1.73,167,80.38,26.11
2023,6,10,17,1.33,162,88.7,24.61
2023,6,10,18,1.13,149.8,93.77,23.65
2023,6,10,19,1.09,129.4,94.99,23.23
2023,6,10,20,1.13,109.1,95.66,22.94
2023,6,10,21,1.2,98.1,96.16,22.7
2023,6,10,22,1.32,96.5,96.52,22.46
2023,6,10,23,1.47,98.6,96.73,22.23
2023,6,11,0,1.52,105.2,96.51,22.06
2023,6,11,1,1.61,115.8,96.2,21.85
2023,6,11,2,1.77,122.5,96.84,21.48
2023,6,11,3,1.96,123.5,97.33,21.14
2023,6,11,4,2.07,122.4,97.83,20.76
2023,6,11,5,2.16,121.2,98.6,20.27
2023,6,11,6,2.32,121.4,95.8,20.9
2023,6,11,7,3.18,119.8,88.56,22.76
2023,6,11,8,3.33,115.3,80.51,24.6
2023,6,11,9,3.09,112.7,73.29,26.18
2023,6,11,10,2.74,114.8,67.72,27.4
2023,6,11,11,2.47,122.9,63.92,28.23
2023,6,11,12,2.31,133.1,61.88,28.7
2023,6,11,13,2.24,142.6,61.4,28.78
2023,6,11,14,2.27,150.5,62.19,28.53
2023,6,11,15,2.4,154.3,65.57,27.88
2023,6,11,16,2.35,154.3,71.46,26.84
2023,6,11,17,1.94,152,83.4,24.87
2023,6,11,18,1.79,145.7,88.32,23.58
2023,6,11,19,1.8,134.3,91.67,22.98
2023,6,11,20,1.82,122.6,94.12,22.46
2023,6,11,21,1.82,113.3,95.52,22.05
2023,6,11,22,1.92,110.1,95.73,21.77
2023,6,11,23,2.06,111.6,96.66,21.38
2023,6,12,0,2.22,114.5,98.16,20.88
2023,6,12,1,2.35,117.3,99.33,20.39
2023,6,12,2,2.48,118.1,99.56,20.01
2023,6,12,3,2.61,118.9,99.58,19.7
2023,6,12,4,2.66,119.5,99.83,19.49
2023,6,12,5,2.66,119.3,100,19.35
2023,6,12,6,2.57,116.9,96.88,20.49
2023,6,12,7,3.26,114.3,89.06,22.94
2023,6,12,8,3.02,105.1,81.34,24.97
2023,6,12,9,2.52,89.3,73.42,26.82
2023,6,12,10,1.99,80.4,69.21,28.03
2023,6,12,11,1.57,80.1,67.11,28.79
2023,6,12,12,1.27,88.2,66.53,29.11
2023,6,12,13,1.18,102.3,67.36,28.98
2023,6,12,14,1.24,117.4,69.93,28.42
2023,6,12,15,1.38,130.6,74.92,27.52
2023,6,12,16,1.3,137.5,83.11,26.41
2023,6,12,17,1.16,136.4,90.5,25.14
2023,6,12,18,1.03,133,95.25,24.34
2023,6,12,19,1.07,125.5,96.47,24.02
2023,6,12,20,1.18,121.8,96.64,23.86
2023,6,12,21,1.35,124.4,96.59,23.74
2023,6,12,22,1.53,127,96.97,23.55
2023,6,12,23,1.74,128.7,97.38,23.37
2023,6,13,0,1.89,130.5,97.64,23.21
2023,6,13,1,2,130.5,97.83,23.05
2023,6,13,2,2.05,128.3,97.85,22.92
2023,6,13,3,2.08,124.8,97.72,22.83
2023,6,13,4,2.04,120.7,97.4,22.75
2023,6,13,5,1.9,116.3,97.36,22.6
2023,6,13,6,1.81,113.4,97,22.91
2023,6,13,7,2.48,108.6,94.34,24.06
2023,6,13,8,2.89,102.8,90.41,25.07
2023,6,13,9,2.83,100.2,85.73,26.01
2023,6,13,10,2.52,101.2,81.07,26.95
2023,6,13,11,2.1,104.6,77.61,27.68
2023,6,13,12,1.71,109.1,75.71,28.08
2023,6,13,13,1.46,114.3,75.27,28.12
2023,6,13,14,1.39,120.8,75.96,27.92
2023,6,13,15,1.35,132.3,80,27.22
2023,6,13,16,1.28,142,86.09,26.32
2023,6,13,17,1.25,143.8,92.55,25.11
2023,6,13,18,1.22,140.3,95.89,24.29
2023,6,13,19,1.34,134.1,96.75,23.94
2023,6,13,20,1.51,128.5,97.07,23.72
2023,6,13,21,1.7,124.4,97.1,23.57
2023,6,13,22,2,121.9,96.93,23.43
2023,6,13,23,2.32,120,96.77,23.24
2023,6,14,0,2.55,118.6,96.64,22.99
2023,6,14,1,2.59,117.9,96.73,22.69
2023,6,14,2,2.64,115.8,96.86,22.39
2023,6,14,3,2.56,112.3,96.7,22.15
2023,6,14,4,2.34,109,96.53,21.93
2023,6,14,5,2.12,105,96.27,21.73
2023,6,14,6,2.1,101.3,95.34,22.25
2023,6,14,7,2.95,96.4,91.42,23.54
2023,6,14,8,3.35,92.1,85.91,24.81
2023,6,14,9,3.13,88,79.51,25.99
2023,6,14,10,2.46,87.4,74.71,26.99
2023,6,14,11,1.82,86.5,71.66,27.7
2023,6,14,12,1.38,78.3,69.77,28.01
2023,6,14,13,1.24,60.5,69.38,27.91
2023,6,14,14,1.26,39.9,70.29,27.55
2023,6,14,15,1.07,25.4,74.08,26.87
2023,6,14,16,0.78,28.2,79.92,26.06
2023,6,14,17,0.7,45.6,86.71,24.93
2023,6,14,18,0.77,66.1,92.61,24
2023,6,14,19,1.03,72.4,94.44,23.45
2023,6,14,20,1.16,76.6,94.77,23.07
2023,6,14,21,1.14,83.9,94.7,22.88
2023,6,14,22,1.19,92.4,95.41,22.61
2023,6,14,23,1.37,98.8,96.41,22.26
2023,6,15,0,1.55,103.4,97.22,21.92
2023,6,15,1,1.73,106.1,97.91,21.59
2023,6,15,2,1.86,107.6,98.24,21.34
2023,6,15,3,1.94,108,98.24,21.19
2023,6,15,4,2,106.9,98.15,21.07
2023,6,15,5,2.06,104.6,98.05,20.94
2023,6,15,6,2.27,101.4,96.73,21.48
2023,6,15,7,3.08,97.5,93.28,22.71
2023,6,15,8,3.38,91.4,87.85,24.11
2023,6,15,9,3.36,84.7,80.5,25.56
2023,6,15,10,3.01,77.1,74.31,26.82
2023,6,15,11,2.55,68.6,70.53,27.7
2023,6,15,12,2.08,56.8,68.15,28.22
2023,6,15,13,1.72,41.9,67.37,28.34
2023,6,15,14,1.54,25.7,68.09,28.11
2023,6,15,15,1.37,17,70.59,27.5
2023,6,15,16,0.99,12.2,76.9,26.61
2023,6,15,17,0.71,8.9,83.95,25.26
2023,6,15,18,0.32,358.2,87.55,24.39
2023,6,15,19,0.13,13,88.84,23.98
2023,6,15,20,0.17,61.9,90.44,23.6
2023,6,15,21,0.23,74.7,92.24,23.25
2023,6,15,22,0.28,94.1,93.44,22.93
2023,6,15,23,0.42,114.1,94.41,22.64
2023,6,16,0,0.66,121.3,95.14,22.34
2023,6,16,1,0.99,119.7,95.82,22.03
2023,6,16,2,1.29,117.2,96.58,21.68
2023,6,16,3,1.49,114.7,96.94,21.38
2023,6,16,4,1.59,109.1,96.9,21.18
2023,6,16,5,1.62,102.1,96.81,21.01
2023,6,16,6,1.59,96.1,96.51,21.52
2023,6,16,7,2.29,87.7,93.44,22.78
2023,6,16,8,2.43,78.4,88.04,24.17
2023,6,16,9,2.17,62.8,80.64,25.5
2023,6,16,10,1.81,32.1,75.3,26.37
2023,6,16,11,1.76,358.7,73.56,26.7
2023,6,16,12,1.83,337.2,74.08,26.64
2023,6,16,13,1.86,325.7,75.12,26.4
2023,6,16,14,1.65,317.2,77.01,25.99
2023,6,16,15,1.26,303.7,80.98,25.27
2023,6,16,16,0.84,271.4,86.21,24.51
2023,6,16,17,0.6,223,90.53,23.73
2023,6,16,18,0.74,171.4,92.99,23.19
2023,6,16,19,1.1,145,94.93,22.81
2023,6,16,20,1.45,133.6,96.51,22.44
2023,6,16,21,1.68,128.7,97.22,22.21
2023,6,16,22,1.77,126.7,97.55,22.05
2023,6,16,23,1.77,126.5,97.61,21.94
2023,6,17,0,1.75,127.8,97.59,21.81
2023,6,17,1,1.77,128.1,97.56,21.67
2023,6,17,2,1.77,126.7,97.53,21.57
2023,6,17,3,1.76,124.1,97.41,21.49
2023,6,17,4,1.73,118.6,97.32,21.41
2023,6,17,5,1.66,110.1,96.95,21.36
2023,6,17,6,1.47,100.6,96.56,21.87
2023,6,17,7,1.75,85.8,93.22,23.18
2023,6,17,8,1.5,49.1,86.54,24.78
2023,6,17,9,1.42,5.7,79.83,26.11
2023,6,17,10,1.44,329.5,75.9,26.93
2023,6,17,11,1.58,301.6,73.8,27.37
2023,6,17,12,1.8,283.5,73.31,27.5
2023,6,17,13,2.03,270.6,73.91,27.34
2023,6,17,14,2.18,258.9,75.24,26.98
2023,6,17,15,2.16,246.5,78.06,26.39
2023,6,17,16,1.87,227.6,84.99,25.34
2023,6,17,17,1.44,207.6,91.38,24.27
2023,6,17,18,1.12,187.2,93.53,23.75
2023,6,17,19,0.96,166.7,94.18,23.52
2023,6,17,20,0.95,146.6,94.64,23.31
2023,6,17,21,1.01,130.2,94.89,23.14
2023,6,17,22,1.06,113.9,95.3,22.94
2023,6,17,23,1.13,97.6,95.5,22.79
2023,6,18,0,1.22,83.9,95.9,22.58
2023,6,18,1,1.32,71.8,96.23,22.34
2023,6,18,2,1.42,62.4,96.7,22.08
2023,6,18,3,1.56,53.9,97.12,21.86
2023,6,18,4,1.61,42.5,97.05,21.73
2023,6,18,5,1.63,31,96.86,21.63
2023,6,18,6,1.71,21.3,96.49,22.09
2023,6,18,7,2.3,16.4,93.9,23.25
2023,6,18,8,2.14,11.6,89.47,24.55
2023,6,18,9,1.75,357.4,83.47,25.86
2023,6,18,10,1.6,339.2,78.58,26.94
2023,6,18,11,1.64,325.9,75.92,27.56
2023,6,18,12,1.78,316.4,74.66,27.86
2023,6,18,13,1.88,309.2,74.18,27.93
2023,6,18,14,1.88,301.7,74.59,27.8
2023,6,18,15,1.78,288.3,76.65,27.34
2023,6,18,16,1.44,272,83.63,26.4
2023,6,18,17,1.22,262.9,90.81,25.09
2023,6,18,18,1.03,251.4,94.99,24.15
2023,6,18,19,1.06,244.2,95.98,23.79
2023,6,18,20,1.1,241.1,96.61,23.55
2023,6,18,21,1.13,238.4,96.95,23.38
2023,6,18,22,1.13,236.2,97.14,23.25
2023,6,18,23,1.15,236,97.28,23.14
2023,6,19,0,1.2,233.8,97.45,23.02
2023,6,19,1,1.26,227.6,97.49,22.91
2023,6,19,2,1.36,219.9,97.39,22.81
2023,6,19,3,1.45,212,97.32,22.7
2023,6,19,4,1.49,201.7,97.11,22.62
2023,6,19,5,1.53,187.9,97.2,22.47
2023,6,19,6,1.43,179.2,97.09,22.92
2023,6,19,7,1.52,200.5,93.05,24.2
2023,6,19,8,1.78,241.4,88.61,24.95
2023,6,19,9,2.37,256.6,84.24,25.62
2023,6,19,10,2.76,262.5,80.42,26.19
2023,6,19,11,3.14,264.3,78.8,26.43
2023,6,19,12,3.54,266.1,78.88,26.42
2023,6,19,13,3.97,268,79.36,26.3
2023,6,19,14,4.28,269.1,80.47,26.01
2023,6,19,15,4.21,269,83.45,25.47
2023,6,19,16,3.6,267.9,88.66,24.68
2023,6,19,17,2.61,266,94.29,23.66
2023,6,19,18,2.22,263.3,96.17,23.07
2023,6,19,19,1.8,254.6,96.74,22.8
2023,6,19,20,1.56,238.3,96.96,22.55
2023,6,19,21,1.53,211.6,96.72,22.39
2023,6,19,22,1.63,191.7,96.32,22.19
2023,6,19,23,1.5,181.5,96.23,22.07
2023,6,20,0,1.22,186.1,95.72,21.95
2023,6,20,1,0.99,195.9,95.16,21.9
2023,6,20,2,0.94,201.9,95.12,21.69
2023,6,20,3,0.85,206.6,94.98,21.46
2023,6,20,4,0.7,215.1,94.33,21.35
2023,6,20,5,0.57,227.9,94.13,21.09
2023,6,20,6,0.39,247.4,94.35,21.42
2023,6,20,7,0.35,235.4,86.63,23.24
2023,6,20,8,0.54,240.1,73.83,25.45
2023,6,20,9,0.7,244.5,67.54,26.61
2023,6,20,10,0.58,248.7,64.43,27.6
2023,6,20,11,0.47,244.5,63.68,28.18
2023,6,20,12,0.57,238.5,64.01,28.49
2023,6,20,13,0.72,237.4,65.13,28.48
2023,6,20,14,0.78,235.5,66.87,28.18
2023,6,20,15,0.86,220.7,70.61,27.49
2023,6,20,16,0.95,202.8,78.65,26.43
2023,6,20,17,1.05,188.7,87.07,24.9
2023,6,20,18,1.11,177.9,92.9,23.82
2023,6,20,19,1.32,169.1,94.52,23.35
2023,6,20,20,1.53,163.3,96.05,23
2023,6,20,21,1.72,161,97.15,22.74
2023,6,20,22,1.88,160.1,97.83,22.54
2023,6,20,23,2.01,159.3,98.03,22.41
2023,6,21,0,2.1,157.3,98.22,22.26
2023,6,21,1,2.13,155,98.28,22.13
2023,6,21,2,2.12,150.9,98.28,22.04
2023,6,21,3,2.09,146.9,98.55,21.86
2023,6,21,4,2.07,142.5,98.8,21.64
2023,6,21,5,2.06,137.6,98.87,21.44
2023,6,21,6,2.12,132.7,96.72,22.08
2023,6,21,7,2.91,128,90.92,23.67
2023,6,21,8,3.06,125.1,83.05,25.3
2023,6,21,9,2.93,128.1,76.79,26.68
2023,6,21,10,2.76,136.8,73.28,27.65
2023,6,21,11,2.62,148.7,71.5,28.25
2023,6,21,12,2.58,158.9,70.85,28.49
2023,6,21,13,2.59,165.2,71.23,28.42
2023,6,21,14,2.6,167.6,72.45,28.12
2023,6,21,15,2.57,167.9,76.24,27.41
2023,6,21,16,2.52,166,82.37,26.45
2023,6,21,17,1.96,159.1,90.74,24.91
2023,6,21,18,1.81,146,94.45,23.92
2023,6,21,19,1.83,131.7,95.74,23.49
2023,6,21,20,1.8,118.8,96.79,23.1
2023,6,21,21,1.77,107.7,97.4,22.78
2023,6,21,22,1.77,100.7,97.35,22.52
2023,6,21,23,1.74,97.9,97.27,22.29
2023,6,22,0,1.71,99.7,97,22.11
2023,6,22,1,1.72,104.8,96.7,21.97
2023,6,22,2,1.81,111.3,96.4,21.8
2023,6,22,3,1.92,116.6,96.54,21.53
2023,6,22,4,1.99,119.1,96.92,21.23
2023,6,22,5,2.02,119.6,96.94,20.99
2023,6,22,6,2.04,119.7,96.06,21.64
2023,6,22,7,2.84,116.6,91.68,23.32
2023,6,22,8,3.07,111,84.93,24.93
2023,6,22,9,3.04,107.2,76.54,26.54
2023,6,22,10,2.68,108.9,71.14,27.74
2023,6,22,11,2.27,117,68.67,28.49
2023,6,22,12,1.98,130.3,67.73,28.85
2023,6,22,13,1.79,143.4,67.75,28.9
2023,6,22,14,1.69,156.6,68.74,28.62
2023,6,22,15,1.77,167.9,72.31,27.93
2023,6,22,16,1.88,171.4,80.23,26.64
2023,6,22,17,1.79,166.1,89.44,25.01
2023,6,22,18,1.77,154.2,94.12,24.04
2023,6,22,19,1.77,141.9,95.67,23.63
2023,6,22,20,1.76,132.2,96.57,23.35
2023,6,22,21,1.78,125.4,97.28,23.1
2023,6,22,22,1.88,122.4,97.5,22.9
2023,6,22,23,2.1,121.9,97.17,22.78
2023,6,23,0,2.32,124.4,96.77,22.63
2023,6,23,1,2.5,128,96.83,22.34
2023,6,23,2,2.63,129.9,96.97,22.04
2023,6,23,3,2.7,128.5,97.19,21.73
2023,6,23,4,2.56,125,97.06,21.46
2023,6,23,5,2.41,124,96.85,21.12
2023,6,23,6,2.5,125.2,95.58,21.71
2023,6,23,7,3.43,123.2,91.88,23.24
2023,6,23,8,3.91,115.3,85.06,24.81
2023,6,23,9,3.35,109.2,77.64,26.32
2023,6,23,10,2.38,106.8,73.17,27.45
2023,6,23,11,1.65,111,70.31,28.19
2023,6,23,12,1.12,123.7,68.76,28.52
2023,6,23,13,0.9,152.9,68.93,28.37
2023,6,23,14,1.15,176.5,70.73,27.89
2023,6,23,15,1.6,181.8,75.86,26.99
2023,6,23,16,1.98,175.6,82.77,25.86
2023,6,23,17,2,168.5,89.71,24.55
2023,6,23,18,2.01,157.5,92.82,23.79
2023,6,23,19,1.94,147.2,94.36,23.38
2023,6,23,20,1.77,139.8,95.56,23.07
2023,6,23,21,1.61,135.5,96.4,22.82
2023,6,23,22,1.61,132.2,96.75,22.65
2023,6,23,23,1.65,129.8,96.88,22.55
2023,6,24,0,1.69,129.7,97,22.45
2023,6,24,1,1.76,131.1,97.11,22.32
2023,6,24,2,1.94,132.5,96.8,22.26
2023,6,24,3,2.13,133.3,96.88,22.12
2023,6,24,4,2.17,131.3,96.93,21.96
2023,6,24,5,2.09,126.4,96.95,21.76
2023,6,24,6,2.17,118.1,96,22.22
2023,6,24,7,2.66,106.8,91.43,23.65
2023,6,24,8,2.24,95.1,85.11,25.24
2023,6,24,9,1.42,81.9,78.89,26.73
2023,6,24,10,0.48,87.6,74.5,27.77
2023,6,24,11,0.87,205.1,73.15,28.18
2023,6,24,12,1.94,209.6,73.61,28.08
2023,6,24,13,2.48,205.3,74.27,27.78
2023,6,24,14,2.6,199.8,75.23,27.47
2023,6,24,15,2.53,192.1,78.28,26.82
2023,6,24,16,2.35,183.9,83.93,25.78
2023,6,24,17,1.83,177.2,91.6,24.4
2023,6,24,18,1.68,168.4,95.08,23.52
2023,6,24,19,1.65,159.5,95.86,23.17
2023,6,24,20,1.59,151.5,96.31,22.9
2023,6,24,21,1.53,146.7,96.67,22.63
2023,6,24,22,1.58,145.8,96.68,22.44
2023,6,24,23,1.73,148,96.64,22.29
2023,6,25,0,2.03,150.8,96.62,22.15
2023,6,25,1,2.43,151.7,96.7,21.97
2023,6,25,2,2.64,151.2,96.81,21.79
2023,6,25,3,2.55,149.8,97.07,21.6
2023,6,25,4,2.41,147.6,97.05,21.42
2023,6,25,5,2.27,146,97.17,21.22
2023,6,25,6,2.57,142.3,96.25,21.69
2023,6,25,7,3.33,137.9,93.12,22.92
2023,6,25,8,3.31,133.8,88.36,24.25
2023,6,25,9,2.81,134,81.89,25.7
2023,6,25,10,2.04,142,76.72,26.93
2023,6,25,11,1.62,159.8,74.47,27.57
2023,6,25,12,1.62,180.7,73.63,27.79
2023,6,25,13,1.89,194.4,74.18,27.58
2023,6,25,14,2.24,198.8,75.86,27.05
2023,6,25,15,2.64,194.7,80.6,25.94
2023,6,25,16,2.95,184.5,86.64,24.73
2023,6,25,17,2.66,175.7,92.43,23.54
2023,6,25,18,2.51,167.6,95.45,22.86
2023,6,25,19,2.42,162.2,96.08,22.54
2023,6,25,20,2.29,159,96.49,22.29
2023,6,25,21,2.25,158.3,96.75,22.06
2023,6,25,22,2.27,158.3,96.84,21.88
2023,6,25,23,2.21,156.2,97.04,21.64
2023,6,26,0,2.13,152,97.39,21.27
2023,6,26,1,2.12,146.9,97.5,20.97
2023,6,26,2,2.13,142.8,97.56,20.72
2023,6,26,3,2.12,139.4,97.57,20.51
2023,6,26,4,2.09,136.5,97.59,20.3
2023,6,26,5,2.06,133.2,97.5,20.11
2023,6,26,6,2.11,131.5,96.68,20.82
2023,6,26,7,2.5,130.8,93.06,22.44
2023,6,26,8,2.05,132,85.56,24.15
2023,6,26,9,1.38,145.6,75.32,25.99
2023,6,26,10,1.22,171.1,70.89,27.07
2023,6,26,11,1.42,184.4,69.57,27.62
2023,6,26,12,1.55,190.8,68.95,27.91
2023,6,26,13,1.62,194.3,69.42,27.81
2023,6,26,14,1.71,195.6,70.52,27.48
2023,6,26,15,1.83,192.6,73.13,26.8
2023,6,26,16,2.16,186.9,79.95,25.63
2023,6,26,17,2.27,181.8,88.72,24.04
2023,6,26,18,2.61,174.3,93.24,23.2
2023,6,26,19,2.83,170.8,94.71,22.9
2023,6,26,20,2.98,168.6,96.01,22.61
2023,6,26,21,3.08,165.9,96.6,22.38
2023,6,26,22,3.09,163.9,96.92,22.19
2023,6,26,23,3,162.2,96.88,22.04
2023,6,27,0,2.94,160.9,96.99,21.83
2023,6,27,1,2.95,160.2,97.15,21.66
2023,6,27,2,2.83,159.8,97.44,21.44
2023,6,27,3,2.78,159.3,97.75,21.24
2023,6,27,4,2.75,156.6,97.77,21.13
2023,6,27,5,2.64,152.9,97.92,21.04
2023,6,27,6,3.18,149.4,96.52,21.65
2023,6,27,7,4.23,145.1,93.21,22.99
2023,6,27,8,4.67,140.5,87.31,24.3
2023,6,27,9,4.56,138.6,81.18,25.48
2023,6,27,10,4.28,141.3,77.59,26.18
2023,6,27,11,4.16,146.3,75.64,26.7
2023,6,27,12,4.13,150.7,73.81,27.11
2023,6,27,13,4.13,154.5,72.91,27.19
2023,6,27,14,4.17,156.7,74.45,26.67
2023,6,27,15,4.22,156.4,78.76,25.72
2023,6,27,16,4.11,154.2,84.91,24.57
2023,6,27,17,3.62,150.2,90.57,23.45
2023,6,27,18,3.43,143.7,93.74,22.76
2023,6,27,19,3.37,136.7,94.92,22.51
2023,6,27,20,3.28,132.7,95.29,22.36
2023,6,27,21,3.3,130.8,95.74,22.2
2023,6,27,22,3.47,133,95.99,22.07
2023,6,27,23,3.5,135.8,96.4,21.93
2023,6,28,0,3.58,136.6,96.37,21.8
